,AAA,BBB,CCC,DDD,EEE
11580,8918.25,1184.3,5000.99,9903.9,11785.13
11581,8917.77,1184.27,5000.84,9902.52,11785.1
11582,8919.29,1184.47,5001.81,9902.11,11783.2
11583,8918.52,1184.35,5000.9,9903.86,11785.58
11584,8919.44,1184.39,5000.64,9904.47,11785.81
11585,8920.6,1184.4,5000.37,9904.45,11785.31
11586,8921.13,1184.46,5000.43,9904.71,11784.34
11587,8921.69,1184.45,4999.85,9904.76,11782.95
11588,8922.85,1184.47,4999.34,9902.58,11782.0
11589,8924.17,1184.48,4998.46,9904.28,11781.84
11590,8925.18,1184.58,4999.19,9903.53,11782.77
11591,8924.86,1184.73,4999.43,9903.64,11783.53
11592,8925.51,1184.9,4999.4,9903.35,11783.84
11593,8925.73,1184.73,4999.13,9903.81,11784.9
11594,8926.96,1184.8,4998.9,9902.73,11786.05
11595,8925.6,1184.77,4998.74,9901.55,11786.32
11596,8924.2,1184.72,4999.03,9903.39,11786.81
11597,8923.95,1184.87,4999.45,9903.99,11786.92
11598,8924.42,1184.73,4999.37,9901.94,11786.2
11599,8924.54,1184.65,4999.64,9902.57,11787.27
11600,8924.42,1184.48,4999.43,9902.52,11786.18
11601,8924.23,1184.68,4999.66,9903.66,11785.65
11602,8924.42,1184.55,5000.65,9904.18,11786.65
11603,8924.23,1184.65,5000.56,9903.59,11785.69
11604,8924.7,1184.59,5000.23,9903.62,11784.72
11605,8925.79,1184.56,4999.84,9902.61,11785.06
11606,8924.66,1184.58,4999.88,9901.53,11786.0
11607,8923.89,1184.55,4999.21,9903.19,11786.41
11608,8923.2,1184.76,4998.39,9903.0,11788.7
11609,8924.46,1184.63,4998.25,9903.14,11786.76
11610,8923.81,1184.7,4997.96,9902.25,11787.74
11611,8926.33,1184.68,4998.46,9901.68,11788.4
11612,8927.26,1184.7,4998.36,9902.68,11786.58
11613,8925.71,1184.78,4997.44,9900.41,11786.09
11614,8925.31,1184.79,4997.72,9899.97,11787.44
11615,8925.84,1184.69,4997.58,9898.7,11786.95
11616,8927.47,1184.73,4998.23,9898.64,11787.29
11617,8928.06,1184.9,4998.46,9897.31,11787.85
11618,8925.87,1185.02,4997.91,9897.24,11788.92
11619,8926.66,1185.02,4998.7,9898.48,11788.77
11620,8926.22,1184.8,4998.97,9899.71,11787.64
11621,8926.77,1184.82,4998.9,9900.85,11789.46
11622,8927.71,1184.87,4999.12,9902.29,11789.21
11623,8927.49,1184.93,4997.99,9901.9,11789.95
11624,8926.29,1184.82,4998.49,9902.16,11790.26
11625,8927.33,1185.02,4998.58,9901.9,11790.34
11626,8926.36,1184.97,4998.43,9902.45,11787.22
11627,8925.39,1184.89,4998.41,9903.94,11784.62
11628,8926.07,1184.79,4998.7,9903.73,11784.34
11629,8926.78,1184.74,4998.13,9904.62,11784.54
11630,8926.9,1184.79,4998.43,9903.77,11784.11
11631,8927.36,1184.94,4998.89,9903.31,11782.29
11632,8926.81,1184.93,4999.22,9900.66,11782.91
11633,8926.63,1184.88,4999.73,9902.37,11782.49
11634,8925.71,1184.66,4999.78,9903.87,11782.39
11635,8925.59,1184.78,4999.89,9904.24,11783.05
11636,8925.24,1184.81,5000.17,9903.29,11784.29
11637,8925.28,1184.67,5000.94,9903.1,11783.85
11638,8925.74,1184.68,5001.72,9903.94,11784.97
11639,8924.77,1184.56,5002.24,9903.76,11782.91
11640,8924.77,1184.57,5002.49,9902.99,11782.46
11641,8925.07,1184.65,5002.39,9903.01,11781.18
11642,8926.59,1184.6,5001.97,9902.05,11780.46
11643,8927.87,1184.59,5001.81,9901.99,11781.51
11644,8929.18,1184.57,5001.23,9900.36,11781.03
11645,8928.98,1184.52,5001.05,9902.73,11781.39
11646,8927.91,1184.47,5000.68,9904.22,11781.96
11647,8926.68,1184.56,5001.08,9904.4,11783.0
11648,8928.88,1184.52,5000.65,9903.86,11780.95
11649,8929.51,1184.56,5001.08,9904.52,11780.34
11650,8930.06,1184.45,5001.39,9905.56,11779.85
11651,8928.35,1184.27,5001.95,9906.4,11779.38
11652,8927.41,1184.25,5001.15,9905.42,11780.3
11653,8925.4,1184.31,5001.59,9906.29,11780.39
11654,8926.56,1184.41,5002.37,9905.25,11781.0
11655,8927.0,1184.42,5002.49,9904.91,11781.53
11656,8926.05,1184.44,5002.46,9905.19,11780.81
11657,8924.66,1184.47,5001.49,9905.6,11780.13
11658,8925.05,1184.23,5001.5,9905.18,11781.64
11659,8926.17,1184.26,5001.7,9906.17,11781.47
11660,8924.37,1184.14,5002.04,9905.27,11781.38
11661,8923.84,1184.21,5002.61,9903.9,11782.48
11662,8922.44,1183.99,5002.52,9905.55,11782.59
11663,8923.53,1183.87,5002.35,9906.83,11781.56
11664,8923.01,1183.98,5002.73,9906.32,11782.24
11665,8922.05,1183.94,5002.6,9906.53,11781.81
11666,8922.22,1184.0,5001.81,9905.23,11781.94
11667,8923.12,1184.11,5002.0,9906.0,11782.17
11668,8923.09,1184.15,5002.09,9905.79,11783.27
11669,8923.79,1183.98,5001.85,9907.32,11784.34
11670,8923.17,1184.04,5002.77,9905.76,11784.59
11671,8923.62,1183.91,5002.67,9905.04,11784.82
11672,8921.55,1183.76,5002.92,9905.01,11785.69
11673,8920.42,1183.76,5003.4,9907.23,11783.31
11674,8921.81,1183.64,5003.57,9907.45,11783.05
11675,8920.24,1183.67,5004.23,9908.31,11782.58
11676,8919.99,1183.62,5003.87,9907.96,11780.83
11677,8919.64,1183.58,5004.06,9906.28,11784.56
11678,8919.48,1183.49,5004.5,9907.03,11783.39
11679,8919.38,1183.39,5003.55,9907.5,11783.36
11680,8919.32,1183.36,5004.22,9907.36,11783.19
11681,8919.47,1183.31,5004.19,9907.35,11783.03
11682,8918.53,1183.37,5004.9,9908.18,11783.7
11683,8919.37,1183.35,5004.43,9908.1,11784.18
11684,8920.51,1183.21,5005.17,9909.4,11785.12
11685,8920.28,1183.25,5005.85,9909.42,11783.59
11686,8921.22,1183.34,5005.34,9908.58,11784.15
11687,8920.74,1183.25,5005.36,9907.23,11781.44
11688,8921.65,1183.2,5005.47,9907.86,11781.48
11689,8921.3,1183.35,5005.31,9908.94,11782.39
11690,8922.75,1183.49,5005.26,9908.69,11782.68
11691,8923.73,1183.33,5006.23,9909.73,11781.47
11692,8924.87,1183.35,5006.45,9908.59,11781.03
11693,8925.41,1183.27,5006.76,9908.91,11779.53
11694,8924.44,1183.1,5007.07,9909.08,11780.5
11695,8925.16,1183.39,5006.93,9911.3,11779.12
11696,8925.53,1183.34,5007.07,9912.3,11776.79
11697,8925.39,1183.39,5007.51,9912.81,11776.13
11698,8923.63,1183.42,5007.51,9913.17,11776.07
11699,8924.39,1183.42,5008.09,9911.98,11776.48
11700,8924.03,1183.3,5007.96,9912.64,11777.55
11701,8923.99,1183.34,5007.89,9912.98,11779.03
11702,8922.78,1183.39,5008.04,9913.78,11779.22
11703,8922.65,1183.37,5008.68,9913.06,11781.01
11704,8921.35,1183.23,5008.41,9913.68,11782.61
11705,8921.24,1183.33,5008.67,9913.04,11783.43
11706,8921.84,1183.47,5008.6,9912.73,11785.28
11707,8922.26,1183.43,5008.98,9913.43,11785.43
11708,8922.04,1183.41,5008.62,9912.79,11785.7
11709,8920.67,1183.2,5009.0,9914.22,11785.07
11710,8920.47,1183.22,5008.5,9916.1,11784.58
11711,8922.01,1183.17,5007.85,9915.87,11785.01
11712,8919.9,1183.1,5007.55,9915.94,11784.03
11713,8920.41,1183.24,5007.8,9916.48,11783.36
11714,8919.3,1183.34,5007.38,9915.62,11784.45
11715,8918.59,1183.22,5006.91,9915.08,11786.05
11716,8919.04,1183.11,5007.94,9915.39,11788.5
11717,8919.32,1182.92,5007.84,9916.53,11790.88
11718,8919.69,1183.03,5008.36,9917.38,11791.1
11719,8920.4,1182.99,5008.31,9916.76,11793.04
11720,8920.83,1183.1,5008.41,9915.31,11791.42
11721,8921.78,1183.01,5007.98,9914.69,11792.67
11722,8921.87,1183.11,5007.54,9914.07,11792.42
11723,8919.93,1182.88,5007.58,9914.13,11791.57
11724,8919.43,1182.73,5008.18,9915.49,11792.27
11725,8919.43,1182.71,5008.54,9915.75,11789.87
11726,8918.59,1182.84,5007.96,9915.77,11787.63
11727,8919.25,1182.89,5007.73,9916.88,11787.09
11728,8918.52,1182.97,5007.46,9916.11,11787.75
11729,8918.04,1183.03,5007.79,9916.79,11789.89
11730,8917.07,1182.9,5007.89,9916.53,11790.52
11731,8915.61,1182.9,5007.78,9916.32,11789.83
11732,8914.92,1183.0,5007.52,9915.5,11790.0
11733,8914.15,1183.16,5007.15,9914.67,11790.11
11734,8914.35,1183.1,5006.89,9914.14,11788.62
11735,8916.13,1183.09,5008.09,9913.47,11788.27
11736,8915.46,1183.1,5007.87,9915.59,11788.3
11737,8914.75,1183.29,5007.75,9917.12,11787.74
11738,8914.59,1183.44,5007.14,9917.33,11788.97
11739,8913.66,1183.43,5006.36,9916.41,11789.63
11740,8913.34,1183.48,5006.69,9913.96,11792.63
11741,8912.8,1183.74,5006.25,9913.18,11792.84
11742,8911.93,1183.54,5006.0,9912.52,11791.07
11743,8912.47,1183.46,5005.67,9913.44,11790.37
11744,8912.46,1183.49,5006.26,9915.67,11791.3
11745,8912.92,1183.47,5005.98,9916.76,11791.42
11746,8913.69,1183.48,5006.33,9917.73,11792.32
11747,8913.06,1183.67,5006.41,9917.49,11794.15
11748,8912.25,1183.54,5005.7,9916.94,11794.22
11749,8911.76,1183.43,5005.59,9916.73,11795.5
11750,8911.41,1183.28,5005.32,9915.13,11795.49
11751,8911.7,1183.31,5005.21,9915.53,11796.87
11752,8910.39,1183.33,5005.79,9916.65,11795.83
11753,8909.76,1183.5,5005.42,9915.98,11797.33
11754,8908.19,1183.63,5005.65,9915.2,11796.84
11755,8908.41,1183.81,5005.6,9916.4,11799.53
11756,8909.38,1183.89,5005.64,9916.91,11801.75
11757,8907.33,1183.84,5005.45,9916.08,11802.2
11758,8909.97,1183.78,5005.3,9915.0,11801.45
11759,8908.52,1184.04,5005.09,9915.05,11800.1
11760,8909.29,1184.09,5005.23,9914.83,11801.79
11761,8907.57,1184.29,5006.39,9914.27,11800.55
11762,8909.58,1184.26,5006.55,9913.93,11800.04
11763,8909.09,1184.3,5007.55,9915.15,11800.89
11764,8908.77,1184.28,5007.23,9917.13,11801.84
11765,8907.93,1184.52,5006.41,9916.45,11801.15
11766,8907.09,1184.58,5006.87,9915.18,11802.5
11767,8906.97,1184.46,5007.86,9915.01,11804.26
11768,8907.35,1184.49,5006.64,9915.75,11804.03
11769,8906.5,1184.66,5007.52,9916.27,11804.5
11770,8906.89,1184.74,5007.68,9916.94,11804.55
11771,8907.86,1184.8,5008.09,9917.84,11803.77
11772,8908.99,1184.64,5008.53,9919.39,11803.77
11773,8909.49,1184.55,5007.8,9921.36,11803.52
11774,8910.34,1184.45,5007.83,9921.14,11804.63
11775,8909.53,1184.45,5007.8,9921.58,11803.57
11776,8909.78,1184.41,5007.65,9922.65,11801.85
11777,8909.1,1184.42,5009.03,9923.25,11800.62
11778,8910.39,1184.19,5008.85,9923.55,11799.88
11779,8910.22,1184.26,5008.41,9923.49,11800.58
11780,8910.28,1184.4,5008.7,9923.37,11800.74
11781,8908.95,1184.28,5007.82,9922.22,11798.17
11782,8908.05,1184.31,5008.27,9923.02,11798.29
11783,8907.16,1184.09,5008.53,9924.6,11797.18
11784,8908.36,1184.3,5008.92,9926.23,11796.13
11785,8908.67,1184.37,5009.53,9926.6,11795.77
11786,8908.1,1184.29,5010.36,9926.73,11796.53
11787,8907.18,1184.26,5009.93,9926.76,11796.66
11788,8909.33,1184.01,5008.82,9925.67,11795.71
11789,8908.73,1184.19,5008.9,9926.21,11795.87
11790,8907.52,1184.17,5009.02,9927.1,11797.6
11791,8906.61,1184.14,5009.64,9930.3,11796.97
11792,8907.66,1184.25,5010.7,9928.29,11794.55
11793,8908.03,1184.15,5010.64,9928.71,11792.25
11794,8907.49,1184.04,5011.01,9928.96,11791.66
11795,8908.35,1184.13,5011.12,9929.43,11791.85
11796,8907.19,1184.2,5011.32,9927.41,11791.81
11797,8907.22,1184.42,5011.44,9927.76,11789.26
11798,8907.81,1184.33,5011.4,9928.16,11789.11
11799,8908.11,1184.43,5011.73,9929.29,11789.42
11800,8909.09,1184.38,5010.91,9928.54,11787.07
11801,8908.49,1184.43,5011.01,9928.39,11787.85
11802,8906.41,1184.35,5011.29,9929.06,11785.83
11803,8906.19,1184.42,5010.81,9930.89,11783.98
11804,8904.47,1184.17,5010.94,9929.37,11785.77
11805,8905.37,1184.08,5011.21,9928.7,11786.4
11806,8906.36,1184.22,5011.31,9929.98,11786.81
11807,8906.54,1184.16,5010.65,9929.71,11785.01
11808,8906.71,1184.15,5011.2,9930.33,11784.11
11809,8907.5,1184.32,5011.18,9930.85,11783.85
11810,8906.41,1184.25,5011.73,9930.23,11783.06
11811,8906.54,1184.46,5010.9,9931.19,11783.02
11812,8906.78,1184.55,5011.04,9931.36,11780.59
11813,8907.87,1184.45,5011.08,9931.21,11781.36
11814,8909.41,1184.49,5011.69,9932.36,11779.61
11815,8909.74,1184.72,5011.06,9930.68,11778.81
11816,8909.21,1184.59,5011.43,9931.01,11779.21
11817,8909.42,1184.62,5012.24,9930.87,11779.96
11818,8909.85,1184.55,5012.31,9932.65,11779.34
11819,8908.12,1184.48,5011.03,9929.28,11780.57
11820,8907.49,1184.45,5011.36,9929.56,11780.47
11821,8907.97,1184.64,5011.4,9930.25,11778.44
11822,8906.88,1184.49,5011.54,9928.75,11778.4
11823,8906.8,1184.56,5011.51,9930.14,11779.6
11824,8906.6,1184.71,5012.05,9931.82,11781.09
11825,8906.74,1184.59,5012.02,9933.76,11782.01
11826,8908.36,1184.65,5011.85,9933.46,11782.2
11827,8908.3,1184.67,5012.11,9933.76,11781.28
11828,8907.8,1184.85,5011.37,9933.01,11780.93
11829,8908.03,1184.87,5012.05,9932.01,11779.0
11830,8906.53,1184.82,5012.22,9931.92,11778.66
11831,8904.98,1184.8,5011.74,9931.68,11777.51
11832,8905.18,1184.92,5010.82,9931.98,11778.75
11833,8905.89,1184.88,5011.02,9932.11,11777.56
11834,8905.97,1184.87,5010.79,9932.89,11778.75
11835,8905.18,1184.93,5010.71,9933.19,11780.48
11836,8905.73,1185.1,5010.36,9934.83,11780.58
11837,8906.93,1184.96,5009.67,9934.06,11779.95
11838,8907.6,1184.7,5009.37,9934.81,11779.68
11839,8907.99,1184.76,5009.89,9934.14,11782.64
11840,8907.01,1184.74,5008.3,9932.08,11782.6
11841,8906.88,1184.79,5008.99,9931.93,11781.28
11842,8907.03,1184.63,5009.05,9930.39,11782.35
11843,8907.83,1184.49,5008.94,9931.05,11780.46
11844,8908.12,1184.39,5009.27,9931.6,11781.7
11845,8908.13,1184.39,5009.1,9931.7,11783.77
11846,8909.23,1184.35,5009.66,9930.09,11783.26
11847,8909.24,1184.47,5009.71,9930.31,11783.93
11848,8909.6,1184.29,5010.37,9930.95,11783.9
11849,8909.69,1184.36,5010.54,9931.81,11783.46
11850,8908.68,1184.38,5009.89,9930.9,11782.97
11851,8909.62,1184.09,5010.16,9930.97,11783.86
11852,8910.73,1184.01,5009.45,9931.16,11786.31
11853,8910.54,1184.05,5009.33,9929.28,11786.85
11854,8910.76,1184.22,5009.51,9928.71,11786.49
11855,8909.79,1184.27,5009.88,9928.03,11784.58
11856,8907.54,1184.18,5009.37,9927.29,11784.47
11857,8907.36,1184.11,5009.28,9927.04,11784.43
11858,8908.63,1184.17,5009.54,9927.74,11784.75
11859,8909.41,1184.27,5009.55,9926.34,11783.97
11860,8910.75,1184.5,5009.44,9926.6,11784.47
11861,8911.62,1184.62,5009.89,9926.67,11784.3
11862,8911.93,1184.54,5009.65,9926.67,11783.71
11863,8911.9,1184.51,5010.08,9927.62,11786.88
11864,8910.31,1184.71,5010.92,9928.85,11786.76
11865,8911.58,1184.65,5011.34,9928.74,11787.72
11866,8911.82,1184.59,5011.26,9929.0,11787.45
11867,8910.6,1184.49,5011.33,9929.36,11787.08
11868,8910.61,1184.66,5012.27,9929.85,11784.71
11869,8909.74,1184.62,5013.29,9929.31,11784.17
11870,8910.72,1184.77,5012.95,9930.47,11783.81
11871,8911.55,1184.82,5013.52,9931.12,11782.24
11872,8912.43,1184.81,5014.23,9930.98,11782.09
11873,8913.05,1184.97,5014.29,9931.75,11781.22
11874,8914.07,1184.91,5013.57,9933.18,11780.64
11875,8915.97,1184.95,5013.31,9931.26,11780.49
11876,8916.93,1184.87,5013.28,9931.12,11779.57
11877,8916.72,1184.91,5013.78,9932.21,11778.56
11878,8916.31,1184.72,5014.1,9933.63,11777.56
11879,8914.61,1184.7,5014.23,9933.76,11779.2
11880,8913.27,1184.81,5014.29,9934.94,11779.96
11881,8912.89,1184.92,5014.77,9933.81,11777.71
11882,8913.63,1184.98,5014.12,9935.1,11776.53
11883,8913.52,1184.88,5014.44,9935.89,11776.65
11884,8914.03,1184.93,5014.66,9935.59,11779.19
11885,8913.98,1184.74,5014.38,9934.15,11780.81
11886,8915.16,1184.78,5013.91,9933.84,11779.17
11887,8914.71,1184.99,5014.33,9933.64,11780.83
11888,8914.01,1184.94,5013.77,9932.75,11781.15
11889,8913.63,1185.08,5013.77,9933.2,11780.62
11890,8916.47,1185.13,5014.1,9931.86,11779.95
11891,8916.47,1185.21,5014.22,9931.29,11779.63
11892,8914.97,1185.28,5013.62,9932.18,11781.48
11893,8914.99,1185.18,5013.56,9931.88,11781.47
11894,8915.6,1185.3,5013.2,9932.5,11781.11
11895,8916.01,1185.23,5013.29,9931.32,11779.76
11896,8915.5,1185.19,5012.35,9931.83,11780.21
11897,8915.33,1185.23,5012.01,9931.69,11780.76
11898,8916.89,1185.38,5012.71,9929.97,11780.94
11899,8916.74,1185.44,5012.67,9929.49,11781.78
11900,8916.7,1185.39,5012.53,9929.05,11783.2
11901,8916.49,1185.4,5013.22,9929.4,11782.94
11902,8916.19,1185.34,5013.9,9928.61,11784.29
11903,8915.53,1185.11,5013.54,9927.86,11784.41
11904,8915.35,1185.2,5014.4,9928.57,11784.42
11905,8914.51,1185.12,5014.76,9929.23,11784.34
11906,8913.66,1185.06,5014.67,9929.78,11785.69
11907,8912.35,1185.15,5014.31,9930.98,11786.39
11908,8912.7,1185.15,5013.19,9927.46,11785.61
11909,8913.5,1185.12,5013.4,9928.78,11786.59
11910,8911.8,1185.15,5012.95,9926.98,11785.9
11911,8910.78,1185.09,5013.13,9926.6,11786.62
11912,8911.5,1184.98,5012.96,9924.58,11784.43
11913,8910.46,1185.06,5013.04,9924.91,11784.29
11914,8909.99,1185.28,5012.37,9925.7,11785.5
11915,8912.02,1185.3,5012.25,9924.28,11785.15
11916,8911.16,1185.35,5012.73,9923.38,11785.39
11917,8911.25,1185.38,5012.78,9922.99,11784.38
11918,8911.24,1185.28,5012.2,9924.19,11784.41
11919,8911.0,1185.37,5012.33,9924.32,11784.56
11920,8910.36,1185.44,5012.06,9925.03,11783.28
11921,8909.79,1185.43,5012.41,9925.78,11785.11
11922,8909.24,1185.57,5012.45,9924.75,11786.42
11923,8907.89,1185.67,5012.62,9925.16,11784.25
11924,8909.13,1185.71,5013.07,9926.83,11784.28
11925,8907.79,1185.75,5012.55,9927.76,11784.66
11926,8908.34,1186.06,5013.32,9930.4,11786.86
11927,8907.63,1186.22,5012.51,9929.44,11787.7
11928,8909.0,1186.29,5013.17,9929.52,11788.45
11929,8909.26,1186.28,5013.23,9930.15,11788.01
11930,8907.67,1186.05,5013.65,9930.96,11788.41
11931,8907.09,1186.07,5013.65,9929.76,11788.18
11932,8907.16,1186.13,5013.3,9929.63,11789.51
11933,8907.49,1186.1,5013.54,9930.63,11789.1
11934,8908.52,1185.99,5013.79,9931.1,11788.32
11935,8908.5,1185.93,5014.01,9933.08,11788.82
11936,8908.98,1185.72,5014.6,9933.67,11788.89
11937,8909.2,1185.49,5014.09,9931.85,11788.87
11938,8909.46,1185.61,5013.69,9932.79,11790.43
11939,8908.22,1185.86,5013.15,9934.13,11788.43
11940,8908.81,1185.82,5012.31,9934.43,11789.53
11941,8910.41,1185.82,5011.27,9933.72,11788.61
11942,8910.49,1185.81,5012.34,9933.82,11787.58
11943,8910.35,1185.85,5013.58,9932.08,11787.63
11944,8912.59,1185.87,5013.58,9931.59,11788.7
11945,8912.42,1185.71,5013.98,9932.61,11786.97
11946,8911.95,1185.7,5012.71,9934.56,11785.7
11947,8911.38,1185.92,5012.6,9935.4,11785.62
11948,8911.86,1186.06,5012.42,9934.36,11787.34
11949,8912.47,1186.05,5012.14,9934.61,11786.25
11950,8912.24,1186.45,5011.6,9933.71,11786.55
11951,8912.99,1186.78,5012.63,9930.87,11785.17
11952,8913.51,1186.66,5012.97,9929.58,11784.34
11953,8913.88,1186.64,5012.93,9931.83,11781.58
11954,8914.0,1186.69,5012.85,9930.98,11780.51
11955,8914.64,1186.66,5012.95,9931.14,11777.42
11956,8914.28,1186.63,5014.31,9931.35,11778.61
11957,8914.27,1186.57,5014.34,9933.22,11778.16
11958,8914.24,1186.44,5013.93,9931.97,11778.41
11959,8915.2,1186.49,5014.27,9932.12,11779.23
11960,8913.81,1186.37,5014.77,9931.19,11778.47
11961,8913.87,1186.36,5014.51,9931.89,11777.71
11962,8914.06,1186.41,5014.88,9931.37,11776.33
11963,8914.9,1186.41,5015.57,9931.89,11775.93
11964,8915.56,1186.45,5015.11,9933.41,11777.23
11965,8914.66,1186.33,5016.29,9934.95,11774.45
11966,8915.31,1186.31,5016.46,9935.97,11773.77
11967,8914.77,1186.42,5016.16,9935.04,11773.64
11968,8914.69,1186.32,5015.82,9934.73,11774.77
11969,8912.63,1186.27,5015.11,9935.01,11773.03
11970,8913.56,1186.33,5014.73,9932.74,11771.64
11971,8911.97,1186.37,5014.83,9932.69,11770.31
11972,8912.58,1186.36,5015.15,9931.9,11770.7
11973,8913.16,1186.41,5015.55,9932.82,11772.21
11974,8914.05,1186.68,5015.46,9933.56,11771.0
11975,8914.34,1186.9,5015.43,9934.27,11770.78
11976,8915.98,1187.19,5014.4,9932.92,11770.66
11977,8915.92,1187.18,5014.2,9933.53,11769.72
11978,8914.41,1187.14,5014.51,9933.93,11770.76
11979,8914.15,1187.24,5014.65,9935.39,11768.6
11980,8913.58,1187.14,5014.73,9936.88,11768.95
11981,8914.58,1187.24,5014.43,9936.69,11767.76
11982,8915.85,1187.15,5014.18,9935.64,11766.84
11983,8916.49,1187.03,5014.2,9934.83,11768.36
11984,8917.55,1186.83,5014.44,9934.88,11770.22
11985,8917.22,1186.92,5014.7,9933.76,11769.56
11986,8916.08,1186.69,5015.29,9933.69,11769.09
11987,8916.56,1186.67,5016.16,9933.1,11769.09
11988,8916.45,1186.55,5015.79,9935.38,11768.3
11989,8914.34,1186.47,5016.14,9936.9,11768.81
11990,8913.94,1186.74,5016.8,9936.05,11767.14
11991,8914.83,1186.57,5017.04,9936.48,11767.51
11992,8914.68,1186.85,5016.9,9936.17,11769.11
11993,8914.65,1186.83,5016.81,9936.82,11768.83
11994,8914.37,1186.57,5017.46,9935.95,11769.12
11995,8913.78,1186.67,5018.03,9934.86,11771.13
11996,8913.14,1186.67,5018.69,9933.52,11772.5
11997,8913.89,1186.55,5018.47,9933.74,11771.93
11998,8913.21,1186.81,5017.8,9932.97,11771.95
11999,8913.07,1186.52,5018.71,9932.98,11771.12
12000,8913.65,1186.55,5018.1,9933.1,11770.71
12001,8914.04,1186.59,5017.72,9933.13,11771.26
12002,8912.28,1186.53,5017.39,9932.97,11771.76
12003,8911.8,1186.52,5016.84,9932.49,11772.58
12004,8913.38,1186.45,5017.3,9932.03,11773.0
12005,8913.24,1186.33,5017.99,9931.83,11775.54
12006,8912.75,1186.33,5017.74,9931.21,11776.47
12007,8914.6,1186.35,5017.04,9931.15,11777.77
12008,8914.09,1186.36,5017.29,9930.33,11779.4
12009,8914.89,1186.37,5017.02,9931.01,11778.95
12010,8914.7,1186.36,5017.94,9932.57,11780.64
12011,8914.86,1186.39,5019.24,9930.76,11781.75
12012,8914.28,1186.5,5019.11,9930.32,11781.43
12013,8914.56,1186.59,5019.56,9929.31,11782.8
12014,8914.84,1186.64,5018.35,9930.26,11782.2
12015,8914.91,1186.6,5019.15,9930.79,11782.16
12016,8916.23,1186.45,5018.68,9930.82,11784.29
12017,8917.03,1186.36,5017.77,9929.29,11784.76
12018,8917.62,1186.39,5017.36,9930.41,11784.31
12019,8917.32,1186.3,5017.26,9929.48,11783.76
12020,8917.22,1186.42,5017.08,9929.98,11786.67
12021,8915.17,1186.36,5016.78,9931.47,11786.64
12022,8917.25,1186.36,5017.1,9931.0,11785.12
12023,8917.74,1186.46,5016.87,9929.4,11785.43
12024,8918.81,1186.51,5016.52,9930.06,11785.51
12025,8919.44,1186.39,5016.45,9930.08,11785.17
12026,8919.22,1186.42,5016.57,9930.47,11785.62
12027,8919.6,1186.31,5016.64,9930.56,11787.54
12028,8921.16,1186.42,5016.65,9928.47,11787.07
12029,8920.81,1186.44,5016.17,9928.62,11787.99
12030,8920.31,1186.31,5016.55,9929.1,11785.78
12031,8919.61,1186.22,5016.75,9929.51,11786.23
12032,8919.1,1186.48,5017.33,9929.54,11785.19
12033,8918.54,1186.41,5017.53,9927.96,11784.08
12034,8919.76,1186.21,5016.71,9930.12,11783.88
12035,8918.65,1186.04,5016.4,9929.6,11784.17
12036,8918.28,1185.93,5015.75,9928.58,11784.57
12037,8919.35,1185.86,5015.4,9928.69,11785.06
12038,8920.21,1185.74,5016.08,9927.07,11783.58
12039,8919.62,1185.87,5014.92,9924.99,11782.63
12040,8919.56,1185.99,5015.44,9925.2,11782.17
12041,8918.58,1186.11,5015.2,9924.82,11782.97
12042,8917.16,1186.2,5015.05,9922.36,11783.64
12043,8916.67,1186.47,5013.99,9922.09,11784.32
12044,8916.81,1186.41,5012.97,9921.71,11782.42
12045,8916.52,1186.28,5012.3,9923.24,11782.2
12046,8916.67,1186.28,5011.41,9923.22,11781.12
12047,8917.29,1186.33,5011.55,9922.87,11781.19
12048,8917.62,1186.23,5011.19,9921.85,11782.41
12049,8917.35,1186.29,5011.57,9921.6,11782.38
12050,8919.43,1186.34,5012.51,9922.82,11781.45
12051,8918.8,1186.39,5012.66,9921.82,11781.04
12052,8920.01,1186.39,5011.96,9921.03,11780.55
12053,8919.47,1186.38,5012.1,9921.55,11780.8
12054,8920.58,1186.29,5012.22,9920.92,11781.51
12055,8919.83,1186.28,5012.42,9919.65,11779.44
12056,8917.3,1186.53,5012.11,9921.15,11779.87
12057,8917.28,1186.59,5011.54,9921.3,11780.07
12058,8916.25,1186.64,5012.09,9920.36,11779.58
12059,8915.58,1186.87,5012.16,9920.77,11780.76
12060,8917.62,1186.77,5011.7,9919.59,11781.48
12061,8917.48,1186.8,5011.5,9919.39,11783.82
12062,8916.63,1186.66,5012.22,9917.46,11784.04
12063,8917.46,1186.69,5011.55,9917.11,11784.73
12064,8917.17,1186.65,5011.4,9915.51,11783.5
12065,8917.32,1186.75,5012.05,9914.61,11785.29
12066,8916.54,1186.94,5012.33,9915.54,11786.6
12067,8916.35,1187.05,5011.68,9915.66,11786.33
12068,8917.3,1187.05,5011.16,9914.18,11784.52
12069,8917.66,1186.99,5011.1,9913.77,11784.5
12070,8917.09,1187.1,5010.82,9911.57,11787.41
12071,8917.77,1186.92,5011.38,9910.87,11789.55
12072,8918.27,1187.31,5011.66,9913.17,11788.79
12073,8918.14,1187.22,5011.66,9913.57,11787.85
12074,8919.26,1187.61,5012.5,9913.56,11787.8
12075,8919.59,1187.66,5011.8,9913.11,11788.35
12076,8920.54,1187.62,5011.89,9912.58,11788.71
12077,8922.31,1187.72,5012.27,9910.06,11789.1
12078,8923.04,1187.79,5011.36,9912.61,11788.17
